commodity,price,timestamp,source
GAS,1.75,2025-05-12T04:20:48.187547,Historical Data
GAS,1.75,2025-05-12T05:20:48.187547,Historical Data
GAS,1.75,2025-05-12T06:20:48.187547,Historical Data
GAS,1.75,2025-05-12T07:20:48.187547,Historical Data
GAS,1.75,2025-05-12T08:20:48.187547,Historical Data
GAS,1.78,2025-05-12T09:20:48.187547,Historical Data
GAS,1.75,2025-05-12T10:20:48.187547,Historical Data
GAS,1.75,2025-05-12T11:20:48.187547,Historical Data
GAS,1.88,2025-05-12T12:20:48.187547,Historical Data
GAS,1.81,2025-05-12T13:20:48.187547,Historical Data
GAS,1.85,2025-05-12T14:20:48.187547,Historical Data
GAS,1.99,2025-05-12T15:20:48.187547,Historical Data
GAS,2.04,2025-05-12T16:20:48.187547,Historical Data
GAS,2.03,2025-05-12T17:20:48.187547,Historical Data
GAS,2.01,2025-05-12T18:20:48.187547,Historical Data
GAS,2.02,2025-05-12T19:20:48.187547,Historical Data
GAS,1.96,2025-05-12T20:20:48.187547,Historical Data
GAS,2.08,2025-05-12T21:20:48.187547,Historical Data
GAS,2.16,2025-05-12T22:20:48.187547,Historical Data
GAS,2.17,2025-05-12T23:20:48.187547,Historical Data
GAS,2.21,2025-05-13T00:20:48.187547,Historical Data
GAS,2.25,2025-05-13T01:20:48.187547,Historical Data
GAS,2.33,2025-05-13T02:20:48.187547,Historical Data
GAS,2.39,2025-05-13T03:20:48.187547,Historical Data
GAS,2.18,2025-05-13T04:20:48.187547,Historical Data
GAS,2.15,2025-05-13T05:20:48.187547,Historical Data
GAS,2.15,2025-05-13T06:20:48.187547,Historical Data
GAS,2.03,2025-05-13T07:20:48.187547,Historical Data
GAS,2.15,2025-05-13T08:20:48.187547,Historical Data
GAS,2.05,2025-05-13T09:20:48.187547,Historical Data
GAS,2.09,2025-05-13T10:20:48.187547,Historical Data
GAS,2.19,2025-05-13T11:20:48.187547,Historical Data
GAS,2.14,2025-05-13T12:20:48.187547,Historical Data
GAS,2.13,2025-05-13T13:20:48.187547,Historical Data
GAS,2.22,2025-05-13T14:20:48.187547,Historical Data
GAS,2.07,2025-05-13T15:20:48.187547,Historical Data
GAS,2.2,2025-05-13T16:20:48.187547,Historical Data
GAS,2.13,2025-05-13T17:20:48.187547,Historical Data
GAS,2.14,2025-05-13T18:20:48.187547,Historical Data
GAS,2.22,2025-05-13T19:20:48.187547,Historical Data
GAS,2.1,2025-05-13T20:20:48.187547,Historical Data
GAS,1.97,2025-05-13T21:20:48.187547,Historical Data
GAS,1.88,2025-05-13T22:20:48.187547,Historical Data
GAS,1.96,2025-05-13T23:20:48.187547,Historical Data
GAS,1.97,2025-05-14T00:20:48.187547,Historical Data
GAS,1.86,2025-05-14T01:20:48.187547,Historical Data
GAS,1.95,2025-05-14T02:20:48.187547,Historical Data
GAS,1.98,2025-05-14T03:20:48.187547,Historical Data
GAS,1.92,2025-05-14T04:20:48.187547,Historical Data
GAS,1.92,2025-05-14T05:20:48.187547,Historical Data
GAS,1.99,2025-05-14T06:20:48.187547,Historical Data
GAS,1.95,2025-05-14T07:20:48.187547,Historical Data
GAS,1.88,2025-05-14T08:20:48.187547,Historical Data
GAS,1.9,2025-05-14T09:20:48.187547,Historical Data
GAS,1.88,2025-05-14T10:20:48.187547,Historical Data
GAS,1.91,2025-05-14T11:20:48.187547,Historical Data
GAS,1.89,2025-05-14T12:20:48.187547,Historical Data
GAS,1.85,2025-05-14T13:20:48.187547,Historical Data
GAS,1.91,2025-05-14T14:20:48.187547,Historical Data
GAS,1.85,2025-05-14T15:20:48.187547,Historical Data
GAS,1.85,2025-05-14T16:20:48.187547,Historical Data
GAS,1.78,2025-05-14T17:20:48.187547,Historical Data
GAS,1.75,2025-05-14T18:20:48.187547,Historical Data
GAS,1.84,2025-05-14T19:20:48.187547,Historical Data
GAS,1.75,2025-05-14T20:20:48.187547,Historical Data
GAS,1.75,2025-05-14T21:20:48.187547,Historical Data
GAS,1.77,2025-05-14T22:20:48.187547,Historical Data
GAS,1.87,2025-05-14T23:20:48.187547,Historical Data
GAS,1.82,2025-05-15T00:20:48.187547,Historical Data
GAS,1.8,2025-05-15T01:20:48.187547,Historical Data
GAS,1.86,2025-05-15T02:20:48.187547,Historical Data
GAS,1.82,2025-05-15T03:20:48.187547,Historical Data
GAS,1.78,2025-05-15T04:20:48.187547,Historical Data
GAS,1.75,2025-05-15T05:20:48.187547,Historical Data
GAS,1.77,2025-05-15T06:20:48.187547,Historical Data
GAS,1.76,2025-05-15T07:20:48.187547,Historical Data
GAS,1.77,2025-05-15T08:20:48.187547,Historical Data
GAS,1.84,2025-05-15T09:20:48.187547,Historical Data
GAS,1.84,2025-05-15T10:20:48.187547,Historical Data
GAS,1.85,2025-05-15T11:20:48.187547,Historical Data
GAS,1.91,2025-05-15T12:20:48.187547,Historical Data
GAS,1.96,2025-05-15T13:20:48.187547,Historical Data
GAS,1.97,2025-05-15T14:20:48.187547,Historical Data
GAS,2.05,2025-05-15T15:20:48.187547,Historical Data
GAS,1.91,2025-05-15T16:20:48.187547,Historical Data
GAS,1.92,2025-05-15T17:20:48.187547,Historical Data
GAS,1.92,2025-05-15T18:20:48.187547,Historical Data
GAS,1.96,2025-05-15T19:20:48.187547,Historical Data
GAS,1.9,2025-05-15T20:20:48.187547,Historical Data
GAS,1.85,2025-05-15T21:20:48.187547,Historical Data
GAS,1.83,2025-05-15T22:20:48.187547,Historical Data
GAS,1.75,2025-05-15T23:20:48.187547,Historical Data
GAS,1.76,2025-05-16T00:20:48.187547,Historical Data
GAS,1.75,2025-05-16T01:20:48.187547,Historical Data
GAS,1.75,2025-05-16T02:20:48.187547,Historical Data
GAS,1.75,2025-05-16T03:20:48.187547,Historical Data
GAS,1.75,2025-05-16T04:20:48.187547,Historical Data
GAS,1.87,2025-05-16T05:20:48.187547,Historical Data
GAS,1.84,2025-05-16T06:20:48.187547,Historical Data
GAS,1.93,2025-05-16T07:20:48.187547,Historical Data
GAS,1.89,2025-05-16T08:20:48.187547,Historical Data
GAS,2.02,2025-05-16T09:20:48.187547,Historical Data
GAS,2.13,2025-05-16T10:20:48.187547,Historical Data
GAS,2.21,2025-05-16T11:20:48.187547,Historical Data
GAS,2.26,2025-05-16T12:20:48.187547,Historical Data
GAS,2.17,2025-05-16T13:20:48.187547,Historical Data
GAS,2.11,2025-05-16T14:20:48.187547,Historical Data
GAS,2.26,2025-05-16T15:20:48.187547,Historical Data
GAS,2.21,2025-05-16T16:20:48.187547,Historical Data
GAS,2.16,2025-05-16T17:20:48.187547,Historical Data
GAS,2.18,2025-05-16T18:20:48.187547,Historical Data
GAS,2.24,2025-05-16T19:20:48.187547,Historical Data
GAS,2.39,2025-05-16T20:20:48.187547,Historical Data
GAS,2.37,2025-05-16T21:20:48.187547,Historical Data
GAS,2.4,2025-05-16T22:20:48.187547,Historical Data
GAS,2.49,2025-05-16T23:20:48.187547,Historical Data
GAS,2.39,2025-05-17T00:20:48.187547,Historical Data
GAS,2.39,2025-05-17T01:20:48.187547,Historical Data
GAS,2.47,2025-05-17T02:20:48.187547,Historical Data
GAS,2.5,2025-05-17T03:20:48.187547,Historical Data
GAS,2.47,2025-05-17T04:20:48.187547,Historical Data
GAS,2.36,2025-05-17T05:20:48.187547,Historical Data
GAS,2.45,2025-05-17T06:20:48.187547,Historical Data
GAS,2.48,2025-05-17T07:20:48.187547,Historical Data
GAS,2.54,2025-05-17T08:20:48.187547,Historical Data
GAS,2.53,2025-05-17T09:20:48.187547,Historical Data
GAS,2.41,2025-05-17T10:20:48.187547,Historical Data
GAS,2.33,2025-05-17T11:20:48.187547,Historical Data
GAS,2.27,2025-05-17T12:20:48.187547,Historical Data
GAS,2.38,2025-05-17T13:20:48.187547,Historical Data
GAS,2.32,2025-05-17T14:20:48.187547,Historical Data
GAS,2.39,2025-05-17T15:20:48.187547,Historical Data
GAS,2.42,2025-05-17T16:20:48.187547,Historical Data
GAS,2.49,2025-05-17T17:20:48.187547,Historical Data
GAS,2.52,2025-05-17T18:20:48.187547,Historical Data
GAS,2.49,2025-05-17T19:20:48.187547,Historical Data
GAS,2.47,2025-05-17T20:20:48.187547,Historical Data
GAS,2.68,2025-05-17T21:20:48.187547,Historical Data
GAS,2.75,2025-05-17T22:20:48.187547,Historical Data
GAS,2.86,2025-05-17T23:20:48.187547,Historical Data
GAS,2.77,2025-05-18T00:20:48.187547,Historical Data
GAS,2.67,2025-05-18T01:20:48.187547,Historical Data
GAS,2.7,2025-05-18T02:20:48.187547,Historical Data
GAS,2.66,2025-05-18T03:20:48.187547,Historical Data
GAS,2.5,2025-05-18T04:20:48.187547,Historical Data
GAS,2.77,2025-05-18T05:20:48.187547,Historical Data
GAS,2.8,2025-05-18T06:20:48.187547,Historical Data
GAS,2.81,2025-05-18T07:20:48.187547,Historical Data
GAS,2.85,2025-05-18T08:20:48.187547,Historical Data
GAS,2.66,2025-05-18T09:20:48.187547,Historical Data
GAS,2.7,2025-05-18T10:20:48.187547,Historical Data
GAS,2.63,2025-05-18T11:20:48.187547,Historical Data
GAS,2.69,2025-05-18T12:20:48.187547,Historical Data
GAS,2.74,2025-05-18T13:20:48.187547,Historical Data
GAS,2.74,2025-05-18T14:20:48.187547,Historical Data
GAS,2.8,2025-05-18T15:20:48.187547,Historical Data
GAS,2.72,2025-05-18T16:20:48.187547,Historical Data
GAS,2.61,2025-05-18T17:20:48.187547,Historical Data
GAS,2.49,2025-05-18T18:20:48.187547,Historical Data
GAS,2.64,2025-05-18T19:20:48.187547,Historical Data
GAS,2.7,2025-05-18T20:20:48.187547,Historical Data
GAS,2.61,2025-05-18T21:20:48.187547,Historical Data
GAS,2.74,2025-05-18T22:20:48.187547,Historical Data
GAS,2.68,2025-05-18T23:20:48.187547,Historical Data
GAS,2.65,2025-05-19T00:20:48.187547,Historical Data
GAS,2.57,2025-05-19T01:20:48.187547,Historical Data
GAS,2.6,2025-05-19T02:20:48.187547,Historical Data
GAS,2.59,2025-05-19T03:20:48.187547,Historical Data
GAS,2.59,2025-05-19T04:20:48.187547,Historical Data
GAS,2.61,2025-05-19T05:20:48.187547,Historical Data
GAS,2.6,2025-05-19T06:20:48.187547,Historical Data
GAS,2.59,2025-05-19T07:20:48.187547,Historical Data
GAS,2.45,2025-05-19T08:20:48.187547,Historical Data
GAS,2.43,2025-05-19T09:20:48.187547,Historical Data
GAS,2.43,2025-05-19T10:20:48.187547,Historical Data
GAS,2.38,2025-05-19T11:20:48.187547,Historical Data
GAS,2.39,2025-05-19T12:20:48.187547,Historical Data
GAS,2.26,2025-05-19T13:20:48.187547,Historical Data
GAS,2.29,2025-05-19T14:20:48.187547,Historical Data
GAS,2.32,2025-05-19T15:20:48.187547,Historical Data
GAS,2.35,2025-05-19T16:20:48.187547,Historical Data
GAS,2.41,2025-05-19T17:20:48.187547,Historical Data
GAS,2.61,2025-05-19T18:20:48.187547,Historical Data
GAS,2.62,2025-05-19T19:20:48.187547,Historical Data
GAS,2.71,2025-05-19T20:20:48.187547,Historical Data
GAS,2.69,2025-05-19T21:20:48.187547,Historical Data
GAS,2.65,2025-05-19T22:20:48.187547,Historical Data
GAS,2.53,2025-05-19T23:20:48.187547,Historical Data
GAS,2.52,2025-05-20T00:20:48.187547,Historical Data
GAS,2.4,2025-05-20T01:20:48.187547,Historical Data
GAS,2.31,2025-05-20T02:20:48.187547,Historical Data
GAS,2.26,2025-05-20T03:20:48.187547,Historical Data
GAS,2.28,2025-05-20T04:20:48.187547,Historical Data
GAS,2.4,2025-05-20T05:20:48.187547,Historical Data
GAS,2.53,2025-05-20T06:20:48.187547,Historical Data
GAS,2.44,2025-05-20T07:20:48.187547,Historical Data
GAS,2.42,2025-05-20T08:20:48.187547,Historical Data
GAS,2.48,2025-05-20T09:20:48.187547,Historical Data
GAS,2.67,2025-05-20T10:20:48.187547,Historical Data
GAS,2.77,2025-05-20T11:20:48.187547,Historical Data
GAS,2.73,2025-05-20T12:20:48.187547,Historical Data
GAS,2.51,2025-05-20T13:20:48.187547,Historical Data
GAS,2.53,2025-05-20T14:20:48.187547,Historical Data
GAS,2.47,2025-05-20T15:20:48.187547,Historical Data
GAS,2.35,2025-05-20T16:20:48.187547,Historical Data
GAS,2.31,2025-05-20T17:20:48.187547,Historical Data
GAS,2.48,2025-05-20T18:20:48.187547,Historical Data
GAS,2.48,2025-05-20T19:20:48.187547,Historical Data
GAS,2.48,2025-05-20T20:20:48.187547,Historical Data
GAS,2.22,2025-05-20T21:20:48.187547,Historical Data
GAS,2.11,2025-05-20T22:20:48.187547,Historical Data
GAS,1.92,2025-05-20T23:20:48.187547,Historical Data
GAS,1.97,2025-05-21T00:20:48.187547,Historical Data
GAS,1.97,2025-05-21T01:20:48.187547,Historical Data
GAS,1.84,2025-05-21T02:20:48.187547,Historical Data
GAS,1.91,2025-05-21T03:20:48.187547,Historical Data
GAS,2.04,2025-05-21T04:20:48.187547,Historical Data
GAS,2.16,2025-05-21T05:20:48.187547,Historical Data
GAS,2.1,2025-05-21T06:20:48.187547,Historical Data
GAS,2.05,2025-05-21T07:20:48.187547,Historical Data
GAS,2.04,2025-05-21T08:20:48.187547,Historical Data
GAS,2.04,2025-05-21T09:20:48.187547,Historical Data
GAS,2.14,2025-05-21T10:20:48.187547,Historical Data
GAS,2.18,2025-05-21T11:20:48.187547,Historical Data
GAS,2.3,2025-05-21T12:20:48.187547,Historical Data
GAS,2.34,2025-05-21T13:20:48.187547,Historical Data
GAS,2.34,2025-05-21T14:20:48.187547,Historical Data
GAS,2.15,2025-05-21T15:20:48.187547,Historical Data
GAS,2.28,2025-05-21T16:20:48.187547,Historical Data
GAS,2.2,2025-05-21T17:20:48.187547,Historical Data
GAS,2.23,2025-05-21T18:20:48.187547,Historical Data
GAS,2.27,2025-05-21T19:20:48.187547,Historical Data
GAS,2.21,2025-05-21T20:20:48.187547,Historical Data
GAS,2.21,2025-05-21T21:20:48.187547,Historical Data
GAS,2.17,2025-05-21T22:20:48.187547,Historical Data
GAS,2.14,2025-05-21T23:20:48.187547,Historical Data
GAS,2.12,2025-05-22T00:20:48.187547,Historical Data
GAS,2.17,2025-05-22T01:20:48.187547,Historical Data
GAS,2.19,2025-05-22T02:20:48.187547,Historical Data
GAS,2.17,2025-05-22T03:20:48.187547,Historical Data
GAS,2.23,2025-05-22T04:20:48.187547,Historical Data
GAS,2.18,2025-05-22T05:20:48.187547,Historical Data
GAS,2.01,2025-05-22T06:20:48.187547,Historical Data
GAS,2.08,2025-05-22T07:20:48.187547,Historical Data
GAS,2.06,2025-05-22T08:20:48.187547,Historical Data
GAS,2.02,2025-05-22T09:20:48.187547,Historical Data
GAS,2.11,2025-05-22T10:20:48.187547,Historical Data
GAS,2.06,2025-05-22T11:20:48.187547,Historical Data
GAS,2.09,2025-05-22T12:20:48.187547,Historical Data
GAS,1.95,2025-05-22T13:20:48.187547,Historical Data
GAS,1.87,2025-05-22T14:20:48.187547,Historical Data
GAS,1.92,2025-05-22T15:20:48.187547,Historical Data
GAS,1.88,2025-05-22T16:20:48.187547,Historical Data
GAS,1.9,2025-05-22T17:20:48.187547,Historical Data
GAS,1.9,2025-05-22T18:20:48.187547,Historical Data
GAS,2.02,2025-05-22T19:20:48.187547,Historical Data
GAS,2.11,2025-05-22T20:20:48.187547,Historical Data
GAS,2.02,2025-05-22T21:20:48.187547,Historical Data
GAS,2.03,2025-05-22T22:20:48.187547,Historical Data
GAS,2.02,2025-05-22T23:20:48.187547,Historical Data
GAS,2.02,2025-05-23T00:20:48.187547,Historical Data
GAS,2.04,2025-05-23T01:20:48.187547,Historical Data
GAS,2.1,2025-05-23T02:20:48.187547,Historical Data
GAS,2.16,2025-05-23T03:20:48.187547,Historical Data
GAS,2.11,2025-05-23T04:20:48.187547,Historical Data
GAS,2.06,2025-05-23T05:20:48.187547,Historical Data
GAS,2.06,2025-05-23T06:20:48.187547,Historical Data
GAS,2.01,2025-05-23T07:20:48.187547,Historical Data
GAS,1.91,2025-05-23T08:20:48.187547,Historical Data
GAS,1.75,2025-05-23T09:20:48.187547,Historical Data
GAS,1.81,2025-05-23T10:20:48.187547,Historical Data
GAS,1.88,2025-05-23T11:20:48.187547,Historical Data
GAS,1.86,2025-05-23T12:20:48.187547,Historical Data
GAS,1.96,2025-05-23T13:20:48.187547,Historical Data
GAS,1.83,2025-05-23T14:20:48.187547,Historical Data
GAS,1.86,2025-05-23T15:20:48.187547,Historical Data
GAS,1.85,2025-05-23T16:20:48.187547,Historical Data
GAS,1.92,2025-05-23T17:20:48.187547,Historical Data
GAS,1.97,2025-05-23T18:20:48.187547,Historical Data
GAS,2.11,2025-05-23T19:20:48.187547,Historical Data
GAS,2.25,2025-05-23T20:20:48.187547,Historical Data
GAS,2.18,2025-05-23T21:20:48.187547,Historical Data
GAS,2.33,2025-05-23T22:20:48.187547,Historical Data
GAS,2.23,2025-05-23T23:20:48.187547,Historical Data
GAS,2.32,2025-05-24T00:20:48.187547,Historical Data
GAS,2.54,2025-05-24T01:20:48.187547,Historical Data
GAS,2.7,2025-05-24T02:20:48.187547,Historical Data
GAS,2.73,2025-05-24T03:20:48.187547,Historical Data
GAS,2.81,2025-05-24T04:20:48.187547,Historical Data
GAS,2.75,2025-05-24T05:20:48.187547,Historical Data
GAS,2.71,2025-05-24T06:20:48.187547,Historical Data
GAS,2.62,2025-05-24T07:20:48.187547,Historical Data
GAS,2.7,2025-05-24T08:20:48.187547,Historical Data
GAS,2.75,2025-05-24T09:20:48.187547,Historical Data
GAS,2.87,2025-05-24T10:20:48.187547,Historical Data
GAS,2.93,2025-05-24T11:20:48.187547,Historical Data
GAS,2.69,2025-05-24T12:20:48.187547,Historical Data
GAS,2.7,2025-05-24T13:20:48.187547,Historical Data
GAS,2.73,2025-05-24T14:20:48.187547,Historical Data
GAS,2.75,2025-05-24T15:20:48.187547,Historical Data
GAS,2.77,2025-05-24T16:20:48.187547,Historical Data
GAS,2.71,2025-05-24T17:20:48.187547,Historical Data
GAS,2.74,2025-05-24T18:20:48.187547,Historical Data
GAS,2.65,2025-05-24T19:20:48.187547,Historical Data
GAS,2.58,2025-05-24T20:20:48.187547,Historical Data
GAS,2.56,2025-05-24T21:20:48.187547,Historical Data
GAS,2.47,2025-05-24T22:20:48.187547,Historical Data
GAS,2.42,2025-05-24T23:20:48.187547,Historical Data
GAS,2.54,2025-05-25T00:20:48.187547,Historical Data
GAS,2.61,2025-05-25T01:20:48.187547,Historical Data
GAS,2.84,2025-05-25T02:20:48.187547,Historical Data
GAS,2.98,2025-05-25T03:20:48.187547,Historical Data
GAS,2.92,2025-05-25T04:20:48.187547,Historical Data
GAS,2.64,2025-05-25T05:20:48.187547,Historical Data
GAS,2.64,2025-05-25T06:20:48.187547,Historical Data
GAS,2.59,2025-05-25T07:20:48.187547,Historical Data
GAS,2.75,2025-05-25T08:20:48.187547,Historical Data
GAS,2.73,2025-05-25T09:20:48.187547,Historical Data
GAS,2.57,2025-05-25T10:20:48.187547,Historical Data
GAS,2.6,2025-05-25T11:20:48.187547,Historical Data
GAS,2.65,2025-05-25T12:20:48.187547,Historical Data
GAS,2.64,2025-05-25T13:20:48.187547,Historical Data
GAS,2.34,2025-05-25T14:20:48.187547,Historical Data
GAS,2.25,2025-05-25T15:20:48.187547,Historical Data
GAS,2.19,2025-05-25T16:20:48.187547,Historical Data
GAS,2.11,2025-05-25T17:20:48.187547,Historical Data
GAS,2.07,2025-05-25T18:20:48.187547,Historical Data
GAS,2.07,2025-05-25T19:20:48.187547,Historical Data
GAS,2.25,2025-05-25T20:20:48.187547,Historical Data
GAS,2.16,2025-05-25T21:20:48.187547,Historical Data
GAS,2.22,2025-05-25T22:20:48.187547,Historical Data
GAS,2.27,2025-05-25T23:20:48.187547,Historical Data
GAS,2.11,2025-05-26T00:20:48.187547,Historical Data
GAS,2.2,2025-05-26T01:20:48.187547,Historical Data
GAS,2.13,2025-05-26T02:20:48.187547,Historical Data
GAS,2.08,2025-05-26T03:20:48.187547,Historical Data
GAS,2.04,2025-05-26T04:20:48.187547,Historical Data
GAS,2.15,2025-05-26T05:20:48.187547,Historical Data
GAS,2.08,2025-05-26T06:20:48.187547,Historical Data
GAS,2.09,2025-05-26T07:20:48.187547,Historical Data
GAS,2.02,2025-05-26T08:20:48.187547,Historical Data
GAS,2.06,2025-05-26T09:20:48.187547,Historical Data
GAS,2.02,2025-05-26T10:20:48.187547,Historical Data
GAS,2.05,2025-05-26T11:20:48.187547,Historical Data
GAS,2.08,2025-05-26T12:20:48.187547,Historical Data
GAS,1.98,2025-05-26T13:20:48.187547,Historical Data
GAS,2.04,2025-05-26T14:20:48.187547,Historical Data
GAS,2.11,2025-05-26T15:20:48.187547,Historical Data
GAS,2.1,2025-05-26T16:20:48.187547,Historical Data
GAS,2.26,2025-05-26T17:20:48.187547,Historical Data
GAS,2.41,2025-05-26T18:20:48.187547,Historical Data
GAS,2.33,2025-05-26T19:20:48.187547,Historical Data
GAS,2.41,2025-05-26T20:20:48.187547,Historical Data
GAS,2.44,2025-05-26T21:20:48.187547,Historical Data
GAS,2.45,2025-05-26T22:20:48.187547,Historical Data
GAS,2.47,2025-05-26T23:20:48.187547,Historical Data
GAS,2.41,2025-05-27T00:20:48.187547,Historical Data
GAS,2.29,2025-05-27T01:20:48.187547,Historical Data
GAS,2.26,2025-05-27T02:20:48.187547,Historical Data
GAS,2.28,2025-05-27T03:20:48.187547,Historical Data
GAS,2.3,2025-05-27T04:20:48.187547,Historical Data
GAS,2.15,2025-05-27T05:20:48.187547,Historical Data
GAS,2.15,2025-05-27T06:20:48.187547,Historical Data
GAS,2.06,2025-05-27T07:20:48.187547,Historical Data
GAS,2.12,2025-05-27T08:20:48.187547,Historical Data
GAS,2.22,2025-05-27T09:20:48.187547,Historical Data
GAS,2.23,2025-05-27T10:20:48.187547,Historical Data
GAS,2.31,2025-05-27T11:20:48.187547,Historical Data
GAS,2.2,2025-05-27T12:20:48.187547,Historical Data
GAS,2.11,2025-05-27T13:20:48.187547,Historical Data
GAS,2.09,2025-05-27T14:20:48.187547,Historical Data
GAS,1.97,2025-05-27T15:20:48.187547,Historical Data
GAS,1.92,2025-05-27T16:20:48.187547,Historical Data
GAS,1.87,2025-05-27T17:20:48.187547,Historical Data
GAS,2.02,2025-05-27T18:20:48.187547,Historical Data
GAS,1.99,2025-05-27T19:20:48.187547,Historical Data
GAS,1.93,2025-05-27T20:20:48.187547,Historical Data
GAS,1.97,2025-05-27T21:20:48.187547,Historical Data
GAS,2.02,2025-05-27T22:20:48.187547,Historical Data
GAS,1.87,2025-05-27T23:20:48.187547,Historical Data
GAS,1.83,2025-05-28T00:20:48.187547,Historical Data
GAS,1.88,2025-05-28T01:20:48.187547,Historical Data
GAS,1.86,2025-05-28T02:20:48.187547,Historical Data
GAS,1.82,2025-05-28T03:20:48.187547,Historical Data
GAS,1.8,2025-05-28T04:20:48.187547,Historical Data
GAS,1.97,2025-05-28T05:20:48.187547,Historical Data
GAS,1.93,2025-05-28T06:20:48.187547,Historical Data
GAS,1.97,2025-05-28T07:20:48.187547,Historical Data
